x,y,genre,title,rating
6.2416277,8.941065,Comedy,BASEketball (1998),3.0714285714285716
-0.6201999,-0.0799085,Documentary,Roger & Me (1989),3.838709677419355
2.0081909,3.4830856,Comedy,"Purple Rose of Cairo, The (1985)",3.730769230769231
-2.5219483,0.21482804,Film-Noir,Out of the Past (1947),4.125
-4.1298947,-1.7502328,Drama,Doctor Zhivago (1965),4.142857142857143
5.8221664,12.64182,Drama,Fanny and Alexander (Fanny och Alexander) (1982),2.75
5.1827507,10.556769,Drama,"Trip to Bountiful, The (1985)",4.25
-1.0362656,-1.2726004,Drama,Tender Mercies (1983),3.4
-1.870406,0.11888068,Drama,And the Band Played On (1993),3.25
2.554832,4.656146,Comedy,"'burbs, The (1989)",3.176470588235294
-3.1384509,2.520175,Comedy,Fandango (1985),3.6
13.5823965,-1.8481172,Crime,"Night Porter, The (Portiere di notte, Il) (1974)",3.6666666666666665
-1.5880407,-1.3120577,Drama,Mephisto (1981),5.0
-2.273533,0.026474625,Drama,Blue Velvet (1986),3.9456521739130435
-0.7705883,1.3557361,Adventure,"Journey of Natty Gann, The (1985)",3.4
-0.634375,-1.0027878,Animation,"Jungle Book, The (1967)",3.830188679245283
3.2978299,3.7341328,Animation,Lady and the Tramp (1955),3.4
0.24223566,-0.71407723,Animation,"Little Mermaid, The (1989)",3.425373134328358
3.423146,6.5856013,Children,"Mighty Ducks, The (1992)",2.6538461538461537
0.24919768,-0.9275628,Children,"Muppet Christmas Carol, The (1992)",3.736842105263158
2.27508,4.26467,Children,Newsies (1992),2.7
0.39624932,0.03798282,Adventure,101 Dalmatians (One Hundred and One Dalmatians) (1961),3.4318181818181817
0.54227287,0.57428014,Animation,Peter Pan (1953),3.573170731707317
3.7676077,6.3829446,Adventure,Popeye (1980),2.5
4.7350497,14.60736,Adventure,"Rescuers Down Under, The (1990)",3.5
0.6639508,1.063088,Adventure,"Rescuers, The (1977)",3.1923076923076925
4.7401404,9.892019,Children,Return from Witch Mountain (1978),2.25
6.10247,13.103058,Adventure,"Return of Jafar, The (1994)",2.4166666666666665
5.338586,14.185819,Adventure,Return to Oz (1985),3.0
6.2404604,10.825143,Action,"Rocketeer, The (1991)",3.2564102564102564
5.6878886,8.260268,Children,"Shaggy D.A., The (1976)",2.8333333333333335
-0.93336797,2.5843256,Animation,Sleeping Beauty (1959),3.409090909090909
3.4532259,4.312393,Children,Something Wicked This Way Comes (1983),2.9
13.454372,0.9958788,Children,Son of Flubber (1963),2.5
3.4869976,6.132343,Adventure,Song of the South (1946),3.4166666666666665
5.478512,13.056771,Comedy,Splash (1984),3.1176470588235294
5.3560667,11.649659,Animation,Steamboat Willie (1928),2.3333333333333335
5.41635,11.0376625,Adventure,Tall Tale (1995),2.5
-2.0900803,-1.6791459,Drama,Tex (1982),4.0
4.1185718,12.318515,Action,Tron (1982),3.34
0.04940816,2.990852,Drama,Swing Kids (1993),3.7
3.769873,6.515219,Horror,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),3.0
0.32160246,2.6613336,Comedy,L.A. Story (1991),3.4791666666666665
-1.7308724,2.0754037,Comedy,"Jerk, The (1979)",3.3703703703703702
-0.21676438,-0.0010226388,Comedy,Dead Men Don't Wear Plaid (1982),3.3055555555555554
5.5721326,9.546607,Comedy,"Man with Two Brains, The (1983)",3.25
1.6846128,4.4313955,Crime,Grand Canyon (1991),3.1875
-0.83054703,1.334086,Drama,"Outsiders, The (1983)",3.71875
0.9840199,0.6348406,Action,Indiana Jones and the Temple of Doom (1984),3.638888888888889
-0.5878477,2.3463273,Adventure,"Lord of the Rings, The (1978)",3.1333333333333333
-0.5823637,2.7858794,Drama,1984 (Nineteen Eighty-Four) (1984),3.7142857142857144
-1.9228216,-1.9738331,Thriller,"Dead Zone, The (1983)",3.7333333333333334
4.9844418,10.690999,Horror,Maximum Overdrive (1986),1.3333333333333333
13.026902,1.3142725,Drama,Needful Things (1993),2.0
5.5095825,10.807383,Horror,Cujo (1983),2.2142857142857144
1.6635206,4.759729,Horror,Children of the Corn (1984),2.4545454545454546
5.7034106,13.817715,Animation,All Dogs Go to Heaven (1989),2.7
1.8288476,2.7348106,Children,"Addams Family, The (1991)",3.289473684210526
-1.0891426,1.1604354,Comedy,Ever After: A Cinderella Story (1998),3.619047619047619
6.494885,11.801195,Action,Snake Eyes (1998),2.7666666666666666
-0.4423221,1.3873812,Crime,Atlantic City (1980),3.6875
-4.589809,-0.6748728,Drama,Autumn Sonata (Höstsonaten) (1978),4.625
-3.3470855,0.6497976,Drama,Who's Afraid of Virginia Woolf? (1966),4.142857142857143
5.154703,7.1361966,Adventure,Adventures in Babysitting (1987),3.325
4.1628895,12.37879,Comedy,Weird Science (1985),3.1136363636363638
0.80784816,1.6882265,Adventure,Doctor Dolittle (1967),3.772727272727273
0.59192294,4.1689463,Comedy,"Nutty Professor, The (1963)",2.4642857142857144
-1.8687224,-0.79801667,Animation,Charlotte's Web (1973),3.5476190476190474
-2.7004304,-2.5059135,Adventure,Watership Down (1978),4.05
-2.5832772,2.1424003,Adventure,"Secret of NIMH, The (1982)",3.4761904761904763
-0.6600686,1.4958621,Adventure,"Dark Crystal, The (1982)",3.5441176470588234
1.0794275,3.1301572,Adventure,"American Tail, An (1986)",3.1666666666666665
5.493701,13.457123,Adventure,"American Tail: Fievel Goes West, An (1991)",2.7
4.842537,7.73117,Adventure,Legend (1985),3.076923076923077
1.0223835,0.67511016,Comedy,Sixteen Candles (1984),3.6020408163265305
-1.2069682,1.6951011,Comedy,Pretty in Pink (1986),3.242424242424242
0.4252067,-0.653819,Drama,St. Elmo's Fire (1985),3.21875
13.826118,0.16585019,Adventure,"Clan of the Cave Bear, The (1986)",2.6666666666666665
4.796903,7.25549,Comedy,House (1986),3.0555555555555554
5.0351768,13.357383,Comedy,House II: The Second Story (1987),1.75
-3.013734,1.2608755,Adventure,"Gods Must Be Crazy, The (1980)",3.892857142857143
13.267829,-1.0111067,Comedy,"Gods Must Be Crazy II, The (1989)",3.75
5.685597,7.4431477,Children,Air Bud: Golden Receiver (1998),2.0
4.718462,13.805425,Action,"Avengers, The (1998)",2.3181818181818183
6.568244,10.089715,Drama,How Stella Got Her Groove Back (1998),1.75
2.9352002,5.010111,Comedy,"Slums of Beverly Hills, The (1998)",3.625
-1.748077,-0.9908093,Comedy,"Best Man, The (Testimone dello sposo, Il) (1998)",4.0
-3.5390882,-1.263064,Crime,Henry: Portrait of a Serial Killer (1986),3.9285714285714284
-2.8716712,-0.44135398,Drama,Rosemary's Baby (1968),4.171875
2.3438227,4.1544485,Adventure,"NeverEnding Story, The (1984)",3.5813953488372094
5.3562307,12.662726,Adventure,"NeverEnding Story II: The Next Chapter, The (1990)",2.5
4.5216618,14.15251,Comedy,Attack of the Killer Tomatoes! (1978),2.2
4.447272,9.95978,Action,Surf Nazis Must Die (1987),1.0
6.3221445,9.0072365,Comedy,Your Friends and Neighbors (1998),3.5
5.0947194,10.474277,Crime,Return to Paradise (1998),2.5
-1.5196946,3.6709843,Action,Blade (1998),3.3620689655172415
0.9738589,3.05067,Comedy,Dead Man on Campus (1998),2.2857142857142856
5.7617626,7.3879952,Action,Wrongfully Accused (1998),2.4
-3.3953378,2.2248893,Comedy,Next Stop Wonderland (1998),3.3125
14.454104,-1.2760797,Comedy,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",3.0
-3.0074563,-2.6269708,Comedy,Beetlejuice (1988),3.4725274725274726
12.844035,1.2342594,Drama,Déjà Vu (1997),4.5
-1.5850602,0.30429715,Crime,Rope (1948),3.9
1.7183127,4.164616,Comedy,Family Plot (1976),3.1666666666666665
-2.8147583,-1.1528927,Thriller,Frenzy (1972),3.5
5.0232096,9.74047,Thriller,Topaz (1969),3.0
12.058968,-1.572792,Thriller,Torn Curtain (1966),3.5
0.5491839,4.1026855,Drama,Marnie (1964),3.625
-0.13743426,4.2496367,Drama,"Wrong Man, The (1956)",2.875
-1.667036,-0.9443387,Adventure,"Man Who Knew Too Much, The (1956)",3.5555555555555554
2.47061,4.2859135,Comedy,"Trouble with Harry, The (1955)",3.4166666666666665
-0.78208685,0.18960421,Thriller,I Confess (1953),4.0
-4.00014,-1.4169655,Crime,Strangers on a Train (1951),3.98
13.812636,-0.17110015,Mystery,Stage Fright (1950),3.5
6.3019714,10.859095,Drama,54 (1998),2.0
14.072298,-0.49483383,Drama,Why Do Fools Fall In Love? (1998),2.0
0.98043525,0.7350784,Action,Willow (1988),3.3375
-1.1584113,-1.4300708,Action,"Untouchables, The (1987)",3.9384615384615387
1.0641958,3.0769045,Comedy,Dirty Work (1998),3.2142857142857144
14.039873,-1.3302796,Action,Knock Off (1998),5.0
-0.32412615,-0.5069853,Drama,"Paradine Case, The (1947)",3.5
-3.9762235,0.2586119,Drama,Lifeboat (1944),4.357142857142857
-4.3896937,0.52616787,Crime,Shadow of a Doubt (1943),4.142857142857143
4.439427,13.089121,Mystery,Saboteur (1942),3.875
1.229036,3.8320813,Comedy,Mr. & Mrs. Smith (1941),2.875
-1.4417257,-1.3206408,Film-Noir,Suspicion (1941),4.0
12.056336,-1.286955,Drama,Jamaica Inn (1939),3.0
-2.3213856,-0.68560725,Drama,"Lady Vanishes, The (1938)",3.9166666666666665
11.884553,-1.3692589,Thriller,Sabotage (1936),3.25
13.474243,-0.6161871,Thriller,Secret Agent (1936),3.0
-2.2819743,-1.8775564,Drama,"Man Who Knew Too Much, The (1934)",3.6666666666666665
5.053645,14.0579815,Drama,"Ring, The (1927)",1.0
4.422581,9.515989,Crime,"Lodger: A Story of the London Fog, The (1927)",3.5
-3.0112436,1.3131037,Drama,Rounders (1998),3.861111111111111
0.21636872,1.0052787,Horror,Cube (1997),3.425925925925926
5.5049715,14.079056,Drama,Simon Birch (1998),3.0
-4.1889114,-1.7224925,Comedy,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.666666666666667
0.09226494,2.4633949,Drama,My Bodyguard (1980),3.857142857142857
5.8542275,11.200814,Comedy,Class (1983),3.5
0.32234627,3.2292607,Comedy,Broadcast News (1987),3.4285714285714284
5.6635275,8.644599,Comedy,"Allnighter, The (1987)",1.5
0.59252375,4.192708,Comedy,Working Girl (1988),3.2045454545454546
3.4119792,5.7174797,Comedy,Married to the Mob (1988),3.0
-0.43746385,-0.49951482,Comedy,Say Anything... (1989),3.923076923076923
3.0818586,4.54128,Comedy,My Blue Heaven (1990),3.1818181818181817
6.506385,8.882389,Comedy,Hero (1992),2.5
5.171011,14.098483,Comedy,Toys (1992),2.375
5.516439,11.333558,Comedy,Young Doctors in Love (1982),1.5
5.0521293,9.794859,Horror,Parasite (1982),2.5
13.660564,-1.0475463,Comedy,No Small Affair (1984),4.0
0.6784194,3.7575464,Comedy,Blame It on Rio (1984),3.1875
6.5543942,10.571584,Crime,Wisdom (1986),2.5
1.2536732,3.1226702,Comedy,One Crazy Summer (1986),3.0
4.7039857,7.6789446,Comedy,About Last Night... (1986),3.0
-1.3098325,0.38333336,Drama,"Seventh Sign, The (1988)",2.8
5.918753,11.299402,Comedy,We're No Angels (1989),2.75
5.3152165,13.553931,Adventure,Nothing But Trouble (1991),2.375
4.6171517,10.103697,Comedy,"Butcher's Wife, The (1991)",3.1
13.36581,-0.032677356,Mystery,Mortal Thoughts (1991),2.5
0.423084,1.2624396,Crime,"Few Good Men, A (1992)",3.789473684210526
6.0395703,11.637171,Drama,Indecent Proposal (1993),3.0
6.050011,9.416197,Drama,Permanent Midnight (1998),3.0
5.6536627,12.883145,Drama,One True Thing (1998),2.75
1.5897326,4.4396667,Action,Rush Hour (1998),3.261904761904762
-0.5232393,1.7514213,Action,Six-String Samurai (1998),3.6
-1.1708893,-0.008921577,Action,Ronin (1998),3.5232558139534884
5.235944,13.93314,Horror,Urban Legend (1998),2.4
5.410949,13.125986,Crime,Clay Pigeons (1998),3.0
13.047634,-1.0168056,Action,Monument Ave. (1998),2.5
-3.930685,-1.9373617,Comedy,Pecker (1998),3.4166666666666665
5.990232,9.513599,Drama,"Sheltering Sky, The (1990)",3.5
13.818431,-1.2122884,Comedy,"Fiendish Plot of Dr. Fu Manchu, The (1980)",2.0
-3.5565348,2.0655222,Horror,Them! (1954),3.8
-0.3706472,-1.1238898,Action,"Thing, The (1982)",3.933333333333333
-0.30236322,0.12689173,Comedy,"Player, The (1992)",3.9473684210526314
-4.0824103,-0.26362938,Comedy,Stardust Memories (1980),3.6
-2.9558063,-2.6197586,Drama,Edward Scissorhands (1990),3.7
6.322948,8.1706,Comedy,Overnight Delivery (1998),2.5
1.44504,2.836477,Adventure,Antz (1998),3.2444444444444445
-4.3363,0.6434441,Comedy,"Impostors, The (1998)",4.5
6.2707744,9.620848,Comedy,"Night at the Roxbury, A (1998)",2.1
1.4288929,2.1179652,Adventure,What Dreams May Come (1998),3.642857142857143
12.559849,-1.4394349,Thriller,Strangeland (1998),4.0
-2.0035641,0.7447912,Comedy,"Producers, The (1968)",3.9696969696969697
-0.10851522,-1.4333091,Comedy,History of the World: Part I (1981),3.625
1.8677088,4.3879423,Comedy,My Cousin Vinny (1992),3.26271186440678
6.6696815,9.327509,Drama,Nashville (1975),3.6
13.584368,-0.38219303,Drama,Love Is the Devil (1998),4.0
6.244012,12.033715,Comedy,Holy Man (1998),2.5833333333333335
13.244465,0.4619971,Action,One Tough Cop (1998),3.0
-0.56406575,1.6205318,Drama,"Mighty, The (1998)",3.6666666666666665
-3.0207326,-2.56608,Sci-Fi,2010: The Year We Make Contact (1984),3.588235294117647
1.9670546,2.5118473,Drama,Children of a Lesser God (1986),3.8333333333333335
-3.1969917,0.77463543,Drama,"Elephant Man, The (1980)",4.029411764705882
-1.1609019,-0.23324855,Drama,Beloved (1998),4.5
5.0359817,10.289752,Comedy,Bride of Chucky (Child's Play 4) (1998),2.1666666666666665
-0.64182764,3.5687149,Drama,Practical Magic (1998),3.2142857142857144
-2.4573476,-1.1644638,Comedy,Happiness (1998),4.125
0.87331414,4.6544538,Drama,Apt Pupil (1998),3.0
1.5407572,4.212274,Comedy,Pleasantville (1998),3.4836065573770494
-0.37158042,1.5009502,Action,Soldier (1998),3.0625
14.07549,-2.0375772,Documentary,"Cruise, The (1998)",4.25
-4.4073043,-1.4285368,Comedy,Life Is Beautiful (La Vita è bella) (1997),4.1477272727272725
5.9896426,9.76892,Comedy,Orgazmo (1997),3.1153846153846154
0.6451817,3.9915662,Fantasy,Tales from the Darkside: The Movie (1990),3.6666666666666665
5.5296917,11.704785,Horror,Vampires (1998),2.4285714285714284
-2.1726043,-0.813583,Crime,American History X (1998),4.217054263565892
-0.9682904,-1.327923,Comedy,Hands on a Hard Body (1996),4.5
5.7841063,8.335476,Comedy,Living Out Loud (1998),3.0
4.973344,12.61949,Crime,Belly (1998),1.25
-3.308822,-1.1999035,Drama,Gods and Monsters (1998),4.125
4.5236483,7.8295536,Action,"Siege, The (1998)",2.8076923076923075
3.790636,6.460583,Comedy,"Waterboy, The (1998)",3.1785714285714284
-0.27744308,1.3791128,Drama,Elizabeth (1998),3.6739130434782608
1.0540789,3.7658126,Drama,Velvet Goldmine (1998),3.375
5.4016147,13.311385,Horror,I Still Know What You Did Last Summer (1998),2.0555555555555554
12.724926,0.6475954,Comedy,I'll Be Home For Christmas (1998),1.5
5.9368443,11.502902,Romance,Meet Joe Black (1998),3.05
-4.6683917,-1.0358773,Comedy,Hard Core Logo (1996),4.0
6.5033545,10.672727,Action,Runaway Train (1985),3.25
-1.7890835,2.1023252,Mystery,"Stepford Wives, The (1975)",3.1818181818181817
4.469039,13.164107,Drama,"Pope of Greenwich Village, The (1984)",2.3333333333333335
-1.1546595,0.7861999,Drama,Sid and Nancy (1986),3.4375
-0.8182241,-2.0270185,Comedy,Mona Lisa (1986),3.5
13.115942,-1.6951457,Comedy,Heart Condition (1990),3.5
-4.9750247,-0.8051611,Drama,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.285714285714286
-1.1283846,1.2554405,Comedy,"Big Chill, The (1983)",3.84
-0.59485084,3.7829454,Action,Enemy of the State (1998),3.4925373134328357
3.526116,4.466851,Animation,"Rugrats Movie, The (1998)",2.5
0.7063272,1.948606,Adventure,"Bug's Life, A (1998)",3.516304347826087
3.3563552,6.017302,Comedy,Celebrity (1998),2.6
-1.7299231,-0.6634075,Drama,Central Station (Central do Brasil) (1998),4.416666666666667
13.467179,1.011046,Drama,Savior (1998),4.0
2.3084679,4.2617145,Comedy,Waking Ned Devine (a.k.a. Waking Ned) (1998),3.673076923076923
-4.0817914,0.96341074,Drama,"Celebration, The (Festen) (1998)",4.458333333333333
5.07491,12.911013,Comedy,Pink Flamingos (1972),2.75
12.675731,0.61249566,Drama,Glen or Glenda (1953),4.0
13.061899,-0.9299078,Drama,Godzilla (Gojira) (1954),2.1666666666666665
13.493574,-1.4705849,Action,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",1.5
5.390363,11.461788,Action,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),2.5
-1.567697,-0.961926,Action,King Kong (1933),3.64
4.825536,13.947249,Adventure,King Kong (1976),2.7142857142857144
14.43148,-1.2545724,Adventure,King Kong Lives (1986),2.0
5.2488093,14.061127,Comedy,Desperately Seeking Susan (1985),2.6666666666666665
4.283673,9.871341,Action,"Emerald Forest, The (1985)",3.0
0.022195628,2.557572,Comedy,Fletch (1985),3.0833333333333335
0.48521122,3.8497286,Comedy,Fletch Lives (1989),2.2222222222222223
6.3627634,11.733238,Action,Red Sonja (1985),2.2777777777777777
1.2609503,3.7151957,Comedy,Gung Ho (1986),3.1666666666666665
0.67876214,4.1586943,Comedy,"Money Pit, The (1986)",2.9285714285714284
0.13004483,3.4334316,Action,"View to a Kill, A (1985)",3.2142857142857144
6.375935,9.434944,Horror,Lifeforce (1985),2.5
0.38784614,2.444505,Comedy,Police Academy (1984),3.022727272727273
4.7701864,7.812899,Comedy,Police Academy 2: Their First Assignment (1985),2.4583333333333335
2.009405,4.5952086,Comedy,Police Academy 3: Back in Training (1986),2.3
1.3195841,4.135859,Comedy,Police Academy 4: Citizens on Patrol (1987),2.142857142857143
6.0583477,10.614624,Comedy,Police Academy 5: Assignment: Miami Beach (1988),2.5
4.181269,9.250185,Comedy,Police Academy 6: City Under Siege (1989),1.5
3.7540586,6.3594456,Adventure,Babe: Pig in the City (1998),2.7758620689655173
4.9884133,13.054764,Comedy,Home Fries (1998),2.3333333333333335
-1.6780835,3.5469282,Comedy,Very Bad Things (1998),3.4375
-0.98611236,-0.119284324,Drama,Steam: The Turkish Bath (Hamam) (1997),4.0
5.297117,13.937512,Crime,Psycho (1998),1.8888888888888888
4.7362595,14.113307,Comedy,Little Voice (1998),3.9285714285714284
-1.8794869,-0.054386068,Crime,"Simple Plan, A (1998)",3.7954545454545454
4.782479,13.493742,Children,Jack Frost (1998),1.9375
4.7161403,8.240548,Action,Star Trek: Insurrection (1998),3.1515151515151514
-0.079429775,2.82818,Animation,"Prince of Egypt, The (1998)",3.5
0.96539634,0.7862386,Comedy,Rushmore (1998),3.544642857142857
-0.45462742,-1.792067,Comedy,Shakespeare in Love (1998),3.777173913043478
-2.4327276,-1.9220052,Comedy,Miracle on 34th Street (1947),4.0588235294117645
5.8467736,13.4998,Adventure,Santa Claus: The Movie (1985),2.25
6.769189,10.99244,Children,Prancer (1989),3.0
0.53054106,1.3411019,Western,Pale Rider (1985),3.8125
6.050516,11.234106,Action,Rambo: First Blood Part II (1985),2.6578947368421053
-2.8459027,2.049488,Action,First Blood (Rambo: First Blood) (1982),3.55
5.8450203,11.985657,Action,Rambo III (1988),1.9166666666666667
2.6408732,4.387449,Action,"Jewel of the Nile, The (1985)",2.8095238095238093
2.6509707,4.362768,Action,Romancing the Stone (1984),3.4537037037037037
1.4359293,2.7570846,Comedy,Cocoon (1985),3.2674418604651163
5.320886,11.812751,Comedy,Cocoon: The Return (1988),2.3333333333333335
0.6060399,3.1884775,Action,Rocky II (1979),3.1923076923076925
3.1889355,5.851724,Action,Rocky III (1982),2.7291666666666665
3.118193,5.707921,Action,Rocky IV (1985),2.706896551724138
6.1182246,11.918813,Action,Rocky V (1990),1.9411764705882353
0.12065669,3.4045146,Comedy,Clue (1985),3.388888888888889
-0.8692984,2.9103677,Action,Young Sherlock Holmes (1985),3.3636363636363638
6.3117743,8.963725,Drama,Violets Are Blue... (1986),3.0
3.2989352,4.6899614,Comedy,Back to School (1986),2.90625
13.911469,-1.5259361,Comedy,Heartburn (1986),1.0
1.4539052,3.8641303,Comedy,Nothing in Common (1986),2.75
-1.3016763,0.97902083,Drama,Extremities (1986),3.75
-2.956672,-2.5657747,Drama,"Karate Kid, The (1984)",3.5657894736842106
3.2715502,5.591085,Action,"Karate Kid, Part II, The (1986)",2.7758620689655173
5.060248,13.471514,Action,"Karate Kid, Part III, The (1989)",1.75
0.5908761,2.562046,Comedy,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),3.566666666666667
1.0675522,3.7144465,Comedy,You've Got Mail (1998),3.12
11.918992,-1.2343718,Crime,"General, The (1998)",4.0
-1.1348451,3.5972528,Action,"Thin Red Line, The (1998)",3.3
5.3624287,10.075169,Horror,"Faculty, The (1998)",2.4782608695652173
5.9306016,7.954088,Action,Mighty Joe Young (1998),2.8
6.6142073,11.953934,Adventure,Mighty Joe Young (1949),2.8333333333333335
0.14943823,-1.1877369,Comedy,Patch Adams (1998),3.3703703703703702
2.1240253,4.329659,Drama,Stepmom (1998),3.0833333333333335
5.262183,11.551652,Drama,"Civil Action, A (1998)",3.0454545454545454
14.340592,-0.5189862,Drama,Hurlyburly (1998),4.0
0.13349028,1.5138197,Comedy,Tea with Mussolini (1999),4.25
-2.5152588,2.7297072,Drama,Affliction (1997),3.1666666666666665
-1.6709601,-0.6278525,Drama,Hilary and Jackie (1998),3.8333333333333335
0.24559188,4.4049006,Drama,Playing by Heart (1998),3.375
4.8168097,13.82971,Drama,At First Sight (1999),2.6875
12.82063,0.9075223,Horror,In Dreams (1999),2.0
-0.06277521,3.2643752,Comedy,Varsity Blues (1999),3.2666666666666666
6.175683,8.552631,Horror,Virus (1999),2.6666666666666665
6.401147,11.989809,Adventure,Howard the Duck (1986),2.15625
5.087856,10.60049,Horror,"Gate, The (1987)",3.0
5.6629505,8.483525,Drama,"Boy Who Could Fly, The (1986)",2.1666666666666665
1.0196835,4.823266,Horror,"Fly, The (1958)",3.3846153846153846
1.3915614,3.3186483,Drama,"Fly, The (1986)",3.383720930232558
5.2638183,8.755351,Horror,"Fly II, The (1989)",2.2777777777777777
-0.70386237,1.537941,Action,Running Scared (1986),3.5625
2.1729155,4.338958,Comedy,Armed and Dangerous (1986),2.75
-2.9558015,-2.2200654,Horror,"Texas Chainsaw Massacre, The (1974)",3.269230769230769
12.522216,-0.29480755,Horror,"Texas Chainsaw Massacre 2, The (1986)",2.0
6.7548623,9.934891,Horror,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),3.0
1.5498704,3.4678802,Comedy,Ruthless People (1986),3.3214285714285716
6.066266,8.273065,Horror,Deadly Friend (1986),1.5
-0.7865386,1.4089675,Crime,"Name of the Rose, The (Name der Rose, Der) (1986)",3.75
6.208299,9.750176,Action,Jumpin' Jack Flash (1986),2.5
1.8129131,4.008579,Comedy,Peggy Sue Got Married (1986),3.2142857142857144
0.8880004,4.679492,Adventure,Crocodile Dundee (1986),3.175438596491228
3.2011764,6.5278616,Action,Crocodile Dundee II (1988),2.4791666666666665
-0.5100502,3.101499,Comedy,Tough Guys (1986),3.0
5.64282,12.179012,Comedy,Soul Man (1986),2.5625
-1.0941933,2.2562606,Drama,"Color of Money, The (1986)",3.5
-3.4613304,0.5809725,Action,52 Pick-Up (1986),3.6666666666666665
-0.5966362,3.9692264,Action,Heartbreak Ridge (1986),3.75
-0.7689401,-0.9956711,Adventure,Firewalker (1986),3.3333333333333335
-2.132378,2.7282922,Comedy,¡Three Amigos! (1986),3.1346153846153846
-0.6379554,-1.1540344,Drama,My Name Is Joe (1998),4.0
12.657675,-0.98103434,Comedy,Still Crazy (1998),3.0
12.78535,-0.10164248,Adventure,"Day of the Beast, The (Día de la Bestia, El) (1995)",3.5
5.966071,11.971919,Comedy,She's All That (1999),2.8448275862068964
5.2938647,13.967421,Drama,Peeping Tom (1960),3.0
2.7618804,4.911317,Action,Payback (1999),3.422222222222222
3.8708458,6.5554743,Comedy,Simply Irresistible (1999),3.6
3.791795,4.613746,Comedy,20 Dates (1998),3.0
13.112349,-1.9865371,Drama,"Harmonists, The (1997)",4.0
13.242281,-1.5803599,Documentary,"Last Days, The (1998)",4.0
-3.7934265,-1.8361083,Animation,"Fantastic Planet, The (Planète sauvage, La) (1973)",4.0
0.022084072,3.4798684,Comedy,Blast from the Past (1999),3.108695652173913
5.589686,12.983606,Romance,Message in a Bottle (1999),2.9166666666666665
6.2887297,10.70988,Comedy,My Favorite Martian (1999),2.1
6.5294495,11.997086,Comedy,Jawbreaker (1999),2.0
-0.12395738,2.881824,Drama,October Sky (1999),3.75
-2.861819,-0.2801132,Comedy,Office Space (1999),4.090425531914893
-1.8652961,-0.95761377,Drama,"Apple, The (Sib) (1998)",4.0
2.3474174,4.21733,Comedy,200 Cigarettes (1999),3.1666666666666665
3.9876828,6.93262,Drama,8MM (1999),2.9444444444444446
-2.9741917,-0.8584238,Comedy,"Other Sister, The (1999)",3.3333333333333335
-3.95802,1.5942844,Crime,"Long Goodbye, The (1973)",4.666666666666667
-4.272582,0.70068896,Drama,"Ballad of Narayama, The (Narayama bushiko) (1983)",5.0
6.5801077,11.467264,Horror,Pet Sematary (1989),2.85
5.497018,9.277742,Comedy,Pet Sematary II (1992),1.8333333333333333
11.918335,-1.3927574,Horror,Children of the Corn II: The Final Sacrifice (1993),1.75
13.347762,0.41349536,Horror,Children of the Corn III (1994),1.0
1.1454453,4.658852,Horror,Christine (1983),2.95
6.7912602,10.948866,Comedy,Night Shift (1982),3.05
5.4981055,12.976908,Drama,Airport (1970),2.1666666666666665
0.5944858,1.5865068,Action,Airport 1975 (1974),3.5
-3.4783607,-0.37902895,Drama,Airport '77 (1977),3.25
5.1495247,10.726911,Drama,Rollercoaster (1977),2.5
-3.5587046,1.4364507,Action,"Towering Inferno, The (1974)",3.2222222222222223
12.71557,-1.0188985,Action,Alligator (1980),2.0
6.0472836,10.099399,Sci-Fi,Meteor (1979),1.8333333333333333
0.42572093,4.206685,Action,Westworld (1973),3.4166666666666665
-2.0802374,2.5203602,Action,Logan's Run (1976),3.2291666666666665
-1.4776981,-0.9832525,Action,Planet of the Apes (1968),3.8035714285714284
5.239377,8.176476,Action,Beneath the Planet of the Apes (1970),2.7777777777777777
6.386026,10.2079315,Action,Battle for the Planet of the Apes (1973),2.7777777777777777
4.5598392,13.886687,Action,Conquest of the Planet of the Apes (1972),2.7916666666666665
-0.58012134,3.679419,Action,Escape from the Planet of the Apes (1971),3.0
12.146677,-0.7174237,Action,Avalanche (1978),2.5
13.446984,1.2320782,Action,Earthquake (1974),2.6666666666666665
13.737863,-1.7430373,Adventure,Beyond the Poseidon Adventure (1979),2.0
11.887268,-0.84474415,Documentary,Dancemaker (1998),1.0
-0.6482235,3.9861665,Comedy,Analyze This (1999),3.095744680851064
5.8868675,7.5743804,Action,"Corruptor, The (1999)",2.5
1.749161,4.4976225,Drama,Cruel Intentions (1999),3.225
-1.6005619,-1.2641212,Comedy,"Lock, Stock & Two Smoking Barrels (1998)",4.052238805970149
4.7693467,10.227264,Drama,"School of Flesh, The (École de la chair, L') (1998)",3.0
5.9819183,11.5794525,Drama,"Deep End of the Ocean, The (1999)",3.25
